0,192061288,0,0,0,0,0,0,0,0,0,0,0,0,9,5,9,5,8,5,9,5,8,4,9,4,8,4,-32,36,-40,39,-37,32,-48,40,-39,38,-44,34,-40,33,-46,33,-47,33,-47,34,-46,31,-45,32,-42,35,-46,33,-49,38,-42,29,-45,36,-44,34,-41,39,-41,37,-42,34,-38,36,-40,39,-39,40,-40,36,-43,42,-41,38,-44,46,-40,42,-39,48,-40,51,-36,45,-40,54,-37,50,-37,50,-45,49,-39,52,-39,55,-42,56,-43,59,-43,59,-43,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8186625,0,0,0,0,0,0,0,0,0,0,0,0,-12,-1,-12,-1,-12,-1,-11,-1,-12,-1,-11,0,-12,0,-12,0,-11,0,-11,0,-11,0,-11,1,-11,1,-11,1,-11,2,-11,2,-11,2,-11,3,-10,3,-11,3,-10,3,-11,4,-11,4,-11,4,-11,4,-11,4,0,0,-11,4,-11,4,-11,4,-11,4,-11,4,-11,4,-11,4,-11,4,-11,4,-12,4,-11,3,-11,3,-11,2,-11,2,-11,2,-10,2,-11,1,-10,1,-10,1,-10,0,-10,0,-10,0,-10,-1,-9,-1,-9,-1,-9,-2,0,0,0,0,0,0,0,0,0,0
0,232692745,0,0,0,0,0,0,0,0,0,0,0,0,-8,-9,-8,-9,-8,-9,-8,-9,-8,-9,-8,-8,-8,-8,-8,-8,-8,-7,-8,-8,-7,-7,-8,-7,-8,-7,-8,-7,-8,-6,-8,-6,-8,-6,-8,-6,-8,-5,-8,-5,-8,-5,-9,-5,-8,-5,-8,-5,-8,-5,-8,-5,0,0,-8,-5,-9,-5,-8,-5,-9,-5,-8,-5,-8,-5,-8,-5,-8,-5,-8,-5,-8,-5,-8,-6,-7,-6,-7,-6,-7,-6,-7,-6,-7,-5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6,-5,-6,-4,-6,-4,-6,-3,-7,0,0,0,0,0,0,0,0,0,0
1,11295980,0,0,0,0,0,0,0,0,0,0,0,0,8,-7,8,-8,7,-7,7,-7,7,-7,7,-7,6,-8,7,-7,6,-7,6,-7,6,-7,6,-7,6,-8,5,-7,5,-8,4,-8,5,-7,4,-8,4,-8,4,-8,4,-8,4,-8,4,-8,4,-8,4,-8,4,-8,0,0,4,-8,3,-9,4,-8,4,-8,4,-8,4,-8,4,-8,4,-8,4,-8,4,-8,4,-7,4,-7,4,-7,4,-6,4,-7,4,-6,4,-6,4,-6,4,-5,4,-5,5,-5,4,-4,5,-5,5,-4,5,-4,5,-3,0,0,0,0,0,0,0,0,0,0
1,11398933,0,0,0,0,0,0,0,0,0,0,0,0,-3,10,-3,10,-3,10,-3,9,-3,9,-2,10,-2,9,-2,9,-2,9,-2,9,-2,9,-2,9,-1,9,-1,9,-1,9,-1,9,-1,9,0,8,0,9,0,9,0,8,0,9,0,8,0,9,0,8,0,9,0,0,0,9,0,8,0,9,0,8,0,8,0,9,0,8,0,8,0,8,0,8,-1,8,-1,8,-1,8,-1,8,-1,7,-2,7,-2,7,-2,7,-2,7,-2,7,-3,7,-3,6,-3,6,-4,6,-4,5,-4,5,0,0,0,0,0,0,0,0,0,0
1,11507381,0,0,0,0,0,0,0,0,0,0,0,0,-9,-5,-9,-5,-10,-5,-9,-5,-9,-5,-9,-4,-9,-4,-9,-4,-9,-4,-9,-4,-9,-4,-9,-4,-9,-4,-9,-3,-9,-3,-9,-3,-9,-2,-9,-2,-9,-2,-9,-2,-9,-2,-9,-1,-9,-1,-9,-2,-9,-1,-9,-1,0,0,-9,-1,-9,-1,-9,-1,-9,-1,-10,-1,-9,-2,-9,-1,-9,-2,-9,-2,-9,-1,-9,-3,-9,-2,-8,-2,-8,-2,-8,-3,-8,-3,-8,-3,-8,-3,-7,-3,-7,-3,-7,-4,-6,-4,-6,-4,-6,-5,-6,-5,-5,-5,0,0,0,0,0,0,0,0,0,0
3,5196301,0,0,0,0,0,0,0,0,0,0,0,0,-4,10,-5,11,-4,10,-5,10,-4,10,-4,11,-4,10,-3,10,-3,10,-3,9,-2,10,-2,10,-2,10,-2,10,-2,10,-2,9,-1,10,-1,9,-1,10,-1,10,0,10,0,10,0,9,0,10,0,10,1,11,0,0,1,11,0,10,0,11,0,10,0,11,0,11,-1,10,0,10,-1,10,0,9,-1,10,-1,10,-1,10,-1,10,-2,8,-3,9,-2,8,-2,8,-3,8,-3,7,-3,7,-3,7,-3,6,-4,6,-4,6,-4,6,0,0,0,0,0,0,0,0,0,0
0,233309432,0,0,0,0,0,0,0,0,0,0,0,0,-10,-7,-10,-7,-10,-7,-9,-6,-9,-6,-9,-6,-9,-6,-9,-6,-9,-5,-9,-6,-9,-6,-9,-5,-9,-5,-9,-5,-9,-4,-9,-4,-9,-4,-9,-4,-9,-3,-9,-3,-9,-3,-9,-3,-9,-3,-9,-3,-9,-3,-9,-3,0,0,-9,-3,-9,-2,-9,-3,-10,-3,-9,-2,-9,-3,-9,-3,-9,-3,-9,-3,-9,-3,-8,-4,-8,-3,-8,-4,-8,-4,-8,-3,-8,-3,-8,-4,-7,-4,-7,-4,-7,-4,-7,-4,-7,-4,-6,-5,-6,-5,-5,-5,-5,-6,0,0,0,0,0,0,0,0,0,0
3,5505895,0,0,0,0,0,0,0,0,0,0,0,0,10,1,11,0,11,1,11,0,11,0,10,0,10,-1,10,-1,10,-1,11,-1,10,-1,10,-1,10,-2,10,-2,10,-2,10,-3,10,-3,9,-3,10,-3,9,-4,10,-4,10,-4,10,-5,10,-4,10,-5,10,-5,0,0,10,-5,10,-4,10,-4,10,-5,10,-4,10,-4,10,-4,10,-4,10,-4,10,-3,10,-3,10,-3,10,-3,10,-2,9,-2,9,-2,9,-2,8,-1,8,-1,8,-1,8,-1,8,0,8,0,7,0,8,1,7,2,0,0,0,0,0,0,0,0,0,0
3,5607777,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,10,4,10,4,10,4,9,4,10,4,9,5,9,5,9,5,8,5,8,5,8,5,8,6,8,6,8,6,7,7,8,6,7,7,7,7,7,7,7,7,7,8,6,8,7,8,7,8,7,0,0,8,7,8,7,8,7,8,7,8,7,8,7,8,7,7,7,7,7,7,7,7,7,6,7,6,7,6,8,5,7,5,7,5,7,5,7,5,7,4,7,3,7,3,7,3,7,2,7,2,7,1,7,0,0,0,0,0,0,0,0,0,0
